assembly	excluded	selectionGroup	source	taxid	name	group	subgroup	gcode	superkingdom	phylum	class	order	family	genus	species	taxostring	size	scaffolds	genes	refseq_category	assembly_level	biosample	bioproject	wgs	wgs_master	is_public	jgiid	ftp_path	shortName	prefix	genomeFile	proteomeFile	completeness	expected_result
GCA_001412615.1	0_included	Crenarchaeota	genbank	1273541	Pyrodictium delaneyi Su06	TACK group	Crenarchaeota	11	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium delaneyi	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;Pyrodictium;Pyrodictium delaneyi	20238400	1	2082	representative genome	Complete Genome	SAMN03223811	PRJNA268702	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/615/GCA_001412615.1_ASM141261v1	Pyrodictium_delaneyi_Su06	PyrDel	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Pyrodictium_delaneyi_Su06/GCA_001412615.1_ASM141261v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Pyrodictium_delaneyi_Su06/GCA_001412615.1_ASM141261v1_protein.faa	1	included
GCA_000007005.1	0_included	Crenarchaeota	genbank	273057	Sulfolobus solfataricus P2	TACK group	Crenarchaeota	11	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus solfataricus	29922500	1	3145	representative genome	Complete Genome	SAMN02603227	PRJNA108	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/005/GCA_000007005.1_ASM700v1	Sulfolobus_solfataricus_P2	SulSol	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Sulfolobus_solfataricus_P2/GCA_000007005.1_ASM700v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Sulfolobus_solfataricus_P2/GCA_000007005.1_ASM700v1_protein.faa	1	included
GCA_000148385.1	0_included	Crenarchaeota	genbank	572478	Vulcanisaeta distributa DSM 14429	TACK group	Crenarchaeota	11	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;Vulcanisaeta distributa	23741400	1	2504	representative genome	Complete Genome	SAMN00017002	PRJNA32589	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/385/GCA_000148385.1_ASM14838v1	Vulcanisaeta_distributa_DSM_14429	VulDis	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Vulcanisaeta_distributa_DSM_14429/GCA_000148385.1_ASM14838v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Vulcanisaeta_distributa_DSM_14429/GCA_000148385.1_ASM14838v1_protein.faa	1	included
GCA_000025505.1	0_included	Archaeoglobi	genbank	589924	Ferroglobus placidus DSM 10642	Euryarchaeota	Archaeoglobi	11	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus;Ferroglobus placidus	21962700	1	2576	representative genome	Complete Genome	SAMN02598503	PRJNA33635	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/505/GCA_000025505.1_ASM2550v1	Ferroglobus_placidus_DSM_10642	FerPla	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ferroglobus_placidus_DSM_10642/GCA_000025505.1_ASM2550v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ferroglobus_placidus_DSM_10642/GCA_000025505.1_ASM2550v1_protein.faa	1	included
GCA_000025325.1	0_included	Euryarchaeota	genbank	543526	Haloterrigena turkmenica DSM 5511	Euryarchaeota	Halobacteria	11	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena turkmenica	Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Haloterrigena;Haloterrigena turkmenica	54407800	7	5227	representative genome	Complete Genome	SAMN02598471	PRJNA30411	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/325/GCA_000025325.1_ASM2532v1	Haloterrigena_turkmenica_DSM_5511	HalTur	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Haloterrigena_turkmenica_DSM_5511/GCA_000025325.1_ASM2532v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Haloterrigena_turkmenica_DSM_5511/GCA_000025325.1_ASM2532v1_protein.faa	1	included
GCA_000196895.1	0_included	Euryarchaeota	genbank	795797	Halalkalicoccus jeotgali B3	Euryarchaeota	Halobacteria	11	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halalkalicoccus;Halalkalicoccus jeotgali	36986500	7	3810	representative genome	Complete Genome	SAMN02603490	PRJNA49517	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/895/GCA_000196895.1_ASM19689v1	Halalkalicoccus_jeotgali_B3	HalJeo	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Halalkalicoccus_jeotgali_B3/GCA_000196895.1_ASM19689v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Halalkalicoccus_jeotgali_B3/GCA_000196895.1_ASM19689v1_protein.faa	1	included
GCA_000336935.1	0_included	Euryarchaeota	genbank	1227456	Halococcus salifodinae DSM 8989	Euryarchaeota	Halobacteria	11	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus salifodinae	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae;Halococcus;Halococcus salifodinae	41997800	109	4121	representative genome	Contig	SAMN02471636	PRJNA174899	AOME01	AOME00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/935/GCA_000336935.1_ASM33693v1	Halococcus_salifodinae_DSM_8989	HalSal	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Halococcus_salifodinae_DSM_8989/GCA_000336935.1_ASM33693v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Halococcus_salifodinae_DSM_8989/GCA_000336935.1_ASM33693v1_protein.faa	1	included
GCA_000223905.1	0_included	Euryarchaeota	genbank	634497	Haloarcula hispanica ATCC 33960 CGMCC 1.2049	Euryarchaeota	Halobacteria	11	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula hispanica	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;Haloarcula;Haloarcula hispanica	38900000	3	3845	representative genome	Complete Genome	SAMN02602960	PRJNA68523	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/905/GCA_000223905.1_ASM22390v1	Haloarcula_hispanica_ATCC_33960_CGMCC_1	HalHis	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Haloarcula_hispanica_ATCC_33960_CGMCC_1/GCA_000223905.1_ASM22390v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Haloarcula_hispanica_ATCC_33960_CGMCC_1/GCA_000223905.1_ASM22390v1_protein.faa	1	included
GCA_001305655.1	0_included	Euryarchaeota	genbank	1604004	Halanaeroarchaeum sulfurireducens M27-SA2	Euryarchaeota	Halobacteria	11	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	Halanaeroarchaeum	Halanaeroarchaeum sulfurireducens	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;NA;Halanaeroarchaeum;Halanaeroarchaeum sulfurireducens	22535000	2	2288	representative genome	Complete Genome	SAMN03701450	PRJNA284332	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/655/GCA_001305655.1_ASM130565v1	Halanaeroarchaeum_sulfurireducens_M27_S	HalSul	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Halanaeroarchaeum_sulfurireducens_M27_S/GCA_001305655.1_ASM130565v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Halanaeroarchaeum_sulfurireducens_M27_S/GCA_001305655.1_ASM130565v1_protein.faa	1	included
GCA_002153915.1	0_included	Euryarchaeota	genbank	1927129	Euryarchaeota archaeon AMET1	Euryarchaeota	unclassified Euryarchaeota	11	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon AMET1	Archaea;Euryarchaeota;NA;NA;NA;NA;Euryarchaeota archaeon AMET1	15131400	8	1543	na	Contig	SAMN05770049	PRJNA356895	MRZU01	MRZU00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/153/915/GCA_002153915.1_ASM215391v1	Euryarchaeota_archaeon_AMET1	EurAre	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Euryarchaeota_archaeon_AMET1/GCA_002153915.1_ASM215391v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Euryarchaeota_archaeon_AMET1/GCA_002153915.1_ASM215391v1_protein.faa	1	included
GCA_001914405.1	0_included	Euryarchaeota	genbank	1903181	Euryarchaeota archaeon HMET1	Euryarchaeota	unclassified Euryarchaeota	11	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon HMET1	Archaea;Euryarchaeota;NA;NA;NA;NA;Euryarchaeota archaeon HMET1	21413100	4	2208	na	Contig	SAMN05770050	PRJNA357090	MSDW01	MSDW00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/914/405/GCA_001914405.1_ASM191440v1	Euryarchaeota_archaeon_HMET1	EurAro	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Euryarchaeota_archaeon_HMET1/GCA_001914405.1_ASM191440v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Euryarchaeota_archaeon_HMET1/GCA_001914405.1_ASM191440v1_protein.faa	1	included
GCA_000007345.1	0_included	Euryarchaeota	genbank	188937	Methanosarcina acetivorans C2A	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina acetivorans	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina acetivorans	57514900	1	4965	representative genome	Complete Genome	SAMN03081414	PRJNA290	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/345/GCA_000007345.1_ASM734v1	Methanosarcina_acetivorans_C2A	MetAce	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosarcina_acetivorans_C2A/GCA_000007345.1_ASM734v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosarcina_acetivorans_C2A/GCA_000007345.1_ASM734v1_protein.faa	1	included
GCA_001602645.1	0_included	Euryarchaeota	genbank	1674798	Methanosarcinales archaeon Methan_01	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA	Methanosarcinales archaeon Methan_01	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;NA;NA;Methanosarcinales archaeon Methan_01	26088000	85	-	na	Scaffold	SAMN03837483	PRJNA284316	LUYE01	LUYE00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/645/GCA_001602645.1_ASM160264v1	Methanosarcinales_archaeon_Methan_01	MetAro	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosarcinales_archaeon_Methan_01/GCA_001602645.1_ASM160264v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosarcinales_archaeon_Methan_01/Methanosarcinales_archaeon_Methan_01.faa	1	included
GCA_000013445.1	0_included	Euryarchaeota	genbank	323259	Methanospirillum hungatei JF-1	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;Methanospirillum hungatei	35447400	1	3428	representative genome	Complete Genome	SAMN02598287	PRJNA13015	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/445/GCA_000013445.1_ASM1344v1	Methanospirillum_hungatei_JF_1	MetHun	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanospirillum_hungatei_JF_1/GCA_000013445.1_ASM1344v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanospirillum_hungatei_JF_1/GCA_000013445.1_ASM1344v1_protein.faa	1	included
GCA_000021965.1	0_included	Euryarchaeota	genbank	521011	Methanosphaerula palustris E1-9c	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanosphaerula	Methanosphaerula palustris	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanosphaerula;Methanosphaerula palustris	29229200	1	2852	representative genome	Complete Genome	SAMN00001866	PRJNA29381	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/965/GCA_000021965.1_ASM2196v1	Methanosphaerula_palustris_E1_9c	MetPal	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosphaerula_palustris_E1_9c/GCA_000021965.1_ASM2196v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosphaerula_palustris_E1_9c/GCA_000021965.1_ASM2196v1_protein.faa	1	included
GCA_000147875.1	0_included	Euryarchaeota	genbank	679926	Methanolacinia petrolearia DSM 11571	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	Methanolacinia petrolearia	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanolacinia;Methanolacinia petrolearia	28432900	1	2853	representative genome	Complete Genome	SAMN00017400	PRJNA40773	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/875/GCA_000147875.1_ASM14787v1	Methanolacinia_petrolearia_DSM_11571	MetPet	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanolacinia_petrolearia_DSM_11571/GCA_000147875.1_ASM14787v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanolacinia_petrolearia_DSM_11571/GCA_000147875.1_ASM14787v1_protein.faa	1	included
GCA_000404225.1	0_included	Euryarchaeota	genbank	1295009	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	Euryarchaeota	Thermoplasmata	11	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Candidatus Methanomassiliicoccus intestinalis	Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis	19316500	1	1900	representative genome	Complete Genome	SAMN03081468	PRJNA189659	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/225/GCA_000404225.1_ASM40422v1	Ca_Methanomassiliicoccus_intestinalis_I	MetInt	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ca_Methanomassiliicoccus_intestinalis_I/GCA_000404225.1_ASM40422v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ca_Methanomassiliicoccus_intestinalis_I/GCA_000404225.1_ASM40422v1_protein.faa	1	included
GCA_000350305.1	0_included	Euryarchaeota	genbank	1054217	Thermoplasmatales archaeon BRNA1	Euryarchaeota	Thermoplasmata	11	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon BRNA1	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;NA;NA;Thermoplasmatales archaeon BRNA1	14611100	1	1526	representative genome	Complete Genome	SAMN02603168	PRJNA68695	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/305/GCA_000350305.1_ASM35030v1	Thermoplasmatales_archaeon_BRNA1	TheAro	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Thermoplasmatales_archaeon_BRNA1/GCA_000350305.1_ASM35030v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Thermoplasmatales_archaeon_BRNA1/GCA_000350305.1_ASM35030v1_protein.faa	1	included
GCA_000246735.1	0_included	Euryarchaeota	genbank	274854	uncultured marine group II euryarchaeote	Euryarchaeota	unclassified Euryarchaeota	11	Archaea	Euryarchaeota	NA	NA	NA	NA	uncultured marine group II euryarchaeote	Archaea;Euryarchaeota;NA;NA;NA;NA;uncultured marine group II euryarchaeote	20641400	11	1828	na	Chromosome	SAMN02954313	PRJNA77705	AHCG01	AHCG00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/735/GCA_000246735.1_ASM24673v1	uncultured_marine_group_II_euryarchaeot	UncMar	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/uncultured_marine_group_II_euryarchaeot/GCA_000246735.1_ASM24673v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/uncultured_marine_group_II_euryarchaeot/GCA_000246735.1_ASM24673v1_protein.faa	1	included
GCA_900083515.1	0_included	Euryarchaeota	genbank	1673428	Cuniculiplasma divulgatum S5(T) (=JCM 30642; =VKM B-2941)	Euryarchaeota	Thermoplasmata	11	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Cuniculiplasmataceae	Cuniculiplasma	Cuniculiplasma divulgatum	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Cuniculiplasmataceae;Cuniculiplasma;Cuniculiplasma divulgatum	19387000	1	2016	na	Complete Genome	SAMEA3719625	PRJEB12276	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/083/515/GCA_900083515.1_ASM90008351v1	Cuniculiplasma_divulgatum_S5_T_JCM_3064	CunDiv	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Cuniculiplasma_divulgatum_S5_T_JCM_3064/GCA_900083515.1_ASM90008351v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Cuniculiplasma_divulgatum_S5_T_JCM_3064/GCA_900083515.1_ASM90008351v1_protein.faa	1	included
GCA_002204705.1	0_included	Euryarchaeota	genbank	1961136	Thermoplasmatales archaeon B_DKE	Euryarchaeota	Thermoplasmata	11	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon B_DKE	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;NA;NA;Thermoplasmatales archaeon B_DKE	19052500	31	2035	na	Contig	SAMN06329910	PRJNA358824	MWKR01	MWKR00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/204/705/GCA_002204705.1_ASM220470v1	Thermoplasmatales_archaeon_B_DKE	TheArn	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Thermoplasmatales_archaeon_B_DKE/GCA_002204705.1_ASM220470v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Thermoplasmatales_archaeon_B_DKE/GCA_002204705.1_ASM220470v1_protein.faa	1	included
GCA_000327505.1	0_included	Euryarchaeota	genbank	673860	Aciduliprofundum sp. MAR08-339	Euryarchaeota	unclassified Euryarchaeota	11	Archaea	Euryarchaeota	NA	NA	NA	Aciduliprofundum	Aciduliprofundum sp. MAR08-339	Archaea;Euryarchaeota;NA;NA;NA;Aciduliprofundum;Aciduliprofundum sp. MAR08-339	14370900	1	1549	representative genome	Complete Genome	SAMN02261429	PRJNA73039	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/505/GCA_000327505.1_ASM32750v1	Aciduliprofundum_sp_MAR08_339	uM83du	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Aciduliprofundum_sp_MAR08_339/GCA_000327505.1_ASM32750v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Aciduliprofundum_sp_MAR08_339/GCA_000327505.1_ASM32750v1_protein.faa	1	included
GCA_000008665.1	0_included	Archaeoglobi	genbank	224325	Archaeoglobus fulgidus DSM 4304	Euryarchaeota	Archaeoglobi	11	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus	21784000	1	2482	representative genome	Complete Genome	SAMN02603985	PRJNA104	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/665/GCA_000008665.1_ASM866v1	Archaeoglobus_fulgidus_DSM_4304	ArcFul	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Archaeoglobus_fulgidus_DSM_4304/GCA_000008665.1_ASM866v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Archaeoglobus_fulgidus_DSM_4304/GCA_000008665.1_ASM866v1_protein.faa	1	included
GCA_000789255.1	0_included	Archaeoglobi	genbank	565033	Geoglobus acetivorans SBH6	Euryarchaeota	Archaeoglobi	11	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	Geoglobus acetivorans	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Geoglobus;Geoglobus acetivorans	18608200	1	2233	representative genome	Complete Genome	SAMN03070125	PRJNA261279	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/255/GCA_000789255.1_ASM78925v1	Geoglobus_acetivorans_SBH6	GeoAce	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Geoglobus_acetivorans_SBH6/GCA_000789255.1_ASM78925v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Geoglobus_acetivorans_SBH6/GCA_000789255.1_ASM78925v1_protein.faa	1	included
GCA_000385565.1	0_included	Archaeoglobi	genbank	387631	Archaeoglobus sulfaticallidus PM70-1	Euryarchaeota	Archaeoglobi	11	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sulfaticallidus	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus sulfaticallidus	20769300	1	2267	representative genome	Complete Genome	SAMN02028569	PRJNA196460	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/565/GCA_000385565.1_ASM38556v1	Archaeoglobus_sulfaticallidus_PM70_1	ArcSul	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Archaeoglobus_sulfaticallidus_PM70_1/GCA_000385565.1_ASM38556v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Archaeoglobus_sulfaticallidus_PM70_1/GCA_000385565.1_ASM38556v1_protein.faa	1	included
GCA_000194625.1	0_included	Archaeoglobi	genbank	693661	Archaeoglobus veneficus SNP6	Euryarchaeota	Archaeoglobi	11	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus veneficus	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus veneficus	19019400	1	2152	representative genome	Complete Genome	SAMN00713598	PRJNA51621	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/625/GCA_000194625.1_ASM19462v1	Archaeoglobus_veneficus_SNP6	ArcVen	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Archaeoglobus_veneficus_SNP6/GCA_000194625.1_ASM19462v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Archaeoglobus_veneficus_SNP6/GCA_000194625.1_ASM19462v1_protein.faa	1	included
GCA_000812185.1	0_included	Thaumarchaeota	genbank	1410606	Candidatus Nitrosopelagicus brevis CN25	TACK group	Thaumarchaeota	11	Archaea	Thaumarchaeota	NA	NA	NA	Candidatus Nitrosopelagicus	Candidatus Nitrosopelagicus brevis	Archaea;Thaumarchaeota;NA;NA;NA;Candidatus Nitrosopelagicus;Candidatus Nitrosopelagicus brevis	12321300	1	1467	na	Complete Genome	SAMN03273964	PRJNA223412	-	-	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/185/GCA_000812185.1_ASM81218v1	Ca_Nitrosopelagicus_brevis_CN25	NitBre	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ca_Nitrosopelagicus_brevis_CN25/GCA_000812185.1_ASM81218v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ca_Nitrosopelagicus_brevis_CN25/GCA_000812185.1_ASM81218v1_protein.faa	1	included
